sample_id,word_id_gold,word_gold,lemma_gold,pos_gold,token_idx,word_id_pred,word_pred,lemma_pred,pos_pred,word_match
dev-s1,27,quarta,quartus,ADJ,26,30,quarta,quartus,ADJ,True
dev-s1,28,decima,decimus,ADJ,27,31,decima,decimus,ADJ,True
dev-s1,29,.,.,PUNCT,28,32,.,.,PUNCT,True
dev-s2,1,manifesti,manifestus,ADJ,0,4,manifesti,manifestus,ADJ,True
dev-s2,2,sumus,sum,AUX,1,5,sumus,sum,AUX,True
dev-s2,3,nos,nos,PRON,2,6,nos,nos,PRON,True
dev-s2,4,Leoprando,Leoprandus,PROPN,3,7,Leoprando,Leopro,VERB,True
dev-s2,5,que,qui,PRON,4,8,que,que,CCONJ,True
dev-s2,6,Cillo,Cillus,PROPN,5,9,Cillo,Cille,PRON,True
dev-s2,7,vocatur,uoco,VERB,6,10,vocatur,voco,VERB,True
dev-s2,8,",",",",PUNCT,7,11,",",",",PUNCT,True
dev-s2,9,filio,filius,NOUN,8,12,filio,filius,NOUN,True
dev-s2,10,quondam,quondam,ADJ,9,13,quondam,quoo,VERB,True
dev-s2,11,Cristiani,Christianus,PROPN,10,14,Cristiani,Cristianus,NOUN,True
dev-s2,12,",",",",PUNCT,11,15,",",",",PUNCT,True
dev-s2,13,et,et,CCONJ,12,16,et,et,CCONJ,True
dev-s2,14,Iohannes,Johannes,PROPN,13,17,Iohannes,Iohan,NOUN,True
dev-s2,15,",",",",PUNCT,14,18,",",",",PUNCT,True
dev-s2,16,filio,filius,NOUN,15,19,filio,filius,NOUN,True
dev-s2,17,quondam,quondam,ADJ,16,20,quondam,quoo,VERB,True
dev-s2,18,Vualpi,Vualpus,PROPN,17,21,Vualpi,Vualpus,NOUN,True
dev-s2,19,",",",",PUNCT,18,22,",",",",PUNCT,True
dev-s2,20,quia,quia,SCONJ,19,23,quia,quia,SCONJ,True
dev-s2,21,tu,tu,PRON,20,24,tu,tu,PRON,True
dev-s2,22,Gherardus,Gherardus,PROPN,21,25,Gherardus,gherardus,NOUN,True
dev-s2,23,",",",",PUNCT,22,26,",",",",PUNCT,True
dev-s2,24,gratia,gratia,NOUN,23,27,gratia,gratia,NOUN,True
dev-s2,25,Dei,Deus,PROPN,24,28,Dei,deus,NOUN,True
dev-s2,26,huius,hic,DET,25,29,huius,hic,PRON,True
dev-s2,27,sancte,sanctus,ADJ,26,30,sancte,sancte,ADV,True
dev-s2,28,Lucane,lucanus,ADJ,27,31,Lucane,lucane,NOUN,True
dev-s2,29,ecclesie,ecclesia,NOUN,28,32,ecclesie,ecclesie,NOUN,True
dev-s2,30,humilis,humilis,ADJ,29,33,humilis,humilis,ADJ,True
dev-s2,31,episcopus,episcopus,NOUN,30,34,episcopus,episcopus,NOUN,True
dev-s2,32,",",",",PUNCT,31,35,",",",",PUNCT,True
dev-s2,33,per,per,ADP,32,36,per,per,ADP,True
dev-s2,34,cartula,chartula,NOUN,33,37,cartula,cartula,NOUN,True
dev-s2,35,livellario,libellarius,ADJ,34,38,livellario,livellarius,NOUN,True
dev-s2,36,nomine,nomen,NOUN,35,39,nomine,nomen,NOUN,True
dev-s2,37,ad,ad,ADP,36,40,ad,ad,ADP,True
dev-s2,38,censum,census,NOUN,37,41,censum,census,NOUN,True
dev-s2,39,vobis,uos,PRON,38,42,vobis,vos,PRON,True
dev-s2,40,perexolvendum,perexsoluo,VERB,39,43,perexolvendum,perexolvo,VERB,True
dev-s2,41,dedisti,do,VERB,40,44,dedisti,dedio,VERB,True
dev-s2,42,nobis,nos,PRON,41,45,nobis,nos,PRON,True
dev-s2,43,",",",",PUNCT,42,46,",",",",PUNCT,True
dev-s2,44,id,is,PRON,43,47,id,is,PRON,True
dev-s2,45,est,sum,AUX,44,48,est,sum,AUX,True
dev-s2,46,res,res,NOUN,45,49,res,res,NOUN,True
dev-s2,47,illa,ille,DET,46,50,illa,ille,PRON,True
dev-s2,48,in,in,ADP,47,51,in,in,ADP,True
dev-s2,49,loco,locus,NOUN,48,52,loco,locus,NOUN,True
dev-s2,50,et,et,CCONJ,49,53,et,et,CCONJ,True
dev-s2,51,finibus,finis,NOUN,50,54,finibus,finis,NOUN,True
dev-s2,52,Murriano,Murrianum,PROPN,51,55,Murriano,Murrianus,ADJ,True
dev-s2,53,quas,qui,PRON,52,56,quas,qui,PRON,True
dev-s2,54,suprascripto,suprascriptus,DET,53,57,suprascripto,suprascrio,PROPN,True
dev-s2,55,quondam,quondam,ADJ,54,58,quondam,quoo,VERB,True
dev-s2,56,Vualpo,Vualpus,PROPN,55,59,Vualpo,Vualpo,NOUN,True
dev-s2,57,genitor,genitor,NOUN,56,60,genitor,genitor,NOUN,True
dev-s2,58,meus,meus,DET,57,61,meus,meus,ADJ,True
dev-s2,59,qui,qui,DET,58,62,qui,qui,PRON,True
dev-s2,60,supra,supra,ADV,59,63,supra,supra,ADV,True
dev-s2,61,Iohannis,Johannes,PROPN,60,64,Iohannis,Iohanna,NOUN,True
dev-s2,62,",",",",PUNCT,61,65,",",",",PUNCT,True
dev-s2,63,et,et,CCONJ,62,66,et,et,CCONJ,True
dev-s2,64,Petrus,Petrus,PROPN,63,67,Petrus,petrus,NOUN,True
dev-s2,65,",",",",PUNCT,64,68,",",",",PUNCT,True
dev-s2,66,germani,germanus,NOUN,65,69,germani,germanus,NOUN,True
dev-s2,67,",",",",PUNCT,66,70,",",",",PUNCT,True
dev-s2,68,ad,ad,ADP,67,71,ad,ad,ADP,True
dev-s2,69,manus,manus,NOUN,68,72,manus,manus,NOUN,True
dev-s2,70,suas,suus,DET,69,73,suas,suus,ADJ,True
dev-s2,71,abuerunt,habeo,VERB,70,74,abuerunt,abeo,VERB,True
dev-s2,72,",",",",PUNCT,71,75,",",",",PUNCT,True
dev-s2,73,quas,qui,DET,72,76,quas,qui,PRON,True
dev-s2,74,ipsa,ipse,DET,73,77,ipsa,ipse,PRON,True
dev-s2,75,res,res,NOUN,74,78,res,res,NOUN,True
dev-s2,76,pertenens,pertineo,VERB,75,79,pertenens,perteneo,VERB,True
dev-s2,77,ecclesie,ecclesia,NOUN,76,80,ecclesie,ecclesie,ADV,True
dev-s2,78,vestre,uester,DET,77,81,vestre,vesto,VERB,True
dev-s2,79,sancti,sanctus,ADJ,78,82,sancti,sanctus,ADJ,True
dev-s2,80,Fridiani,Fridianus,PROPN,79,83,Fridiani,Fridianus,NOUN,True
dev-s2,81,sita,sino,VERB,80,84,sita,sino,VERB,True
dev-s2,82,foras,foras,ADP,81,85,foras,foras,ADV,True
dev-s2,83,civitate,ciuitas,NOUN,82,86,civitate,civitas,NOUN,True
dev-s2,84,ista,iste,DET,83,87,ista,iste,PRON,True
dev-s2,85,Lucense,lucensis,ADJ,84,88,Lucense,Lucense,VERB,True
dev-s2,86,",",",",PUNCT,85,89,",",",",PUNCT,True
dev-s2,87,quas,qui,DET,86,90,quas,qui,PRON,True
dev-s2,88,ipsa,ipse,DET,87,91,ipsa,ipse,PRON,True
dev-s2,89,ecclesia,ecclesia,NOUN,88,92,ecclesia,ecclesia,NOUN,True
dev-s2,90,sancti,sanctus,ADJ,89,93,sancti,sanctus,ADJ,True
dev-s2,91,Fridiani,Fridianus,PROPN,90,94,Fridiani,Fridianus,ADJ,True
dev-s2,92,est,sum,AUX,91,95,est,sum,AUX,True
dev-s2,93,desup,desub,ADP,92,96,desup,desup,NOUN,True
dev-s2,94,potestatem,potestas,NOUN,93,97,potestatem,potestas,NOUN,True
dev-s2,95,ipsius,ipse,DET,94,98,ipsius,ipse,PRON,True
dev-s2,96,episcupatui,episcopatus,NOUN,95,99,episcupatui,episcupatus,NOUN,True
dev-s2,97,vestro,uester,DET,96,100,vestro,vester,ADJ,True
dev-s2,98,sancti,sanctus,ADJ,97,101,sancti,sanctus,ADJ,True
dev-s2,99,Martini,Martinus,PROPN,98,102,Martini,Marto,NOUN,True
dev-s2,100,;,;,PUNCT,99,103,;,;,PUNCT,True
dev-s3,1,suprascriptas,suprascriptus,DET,0,4,suprascriptas,suprascriptas,NOUN,True
dev-s3,2,res,res,NOUN,1,5,res,res,NOUN,True
dev-s3,3,in,in,ADP,2,6,in,in,ADP,True
dev-s3,4,predicto,praedictus,DET,3,7,predicto,predictus,VERB,True
dev-s3,5,loco,locus,NOUN,4,8,loco,locus,NOUN,True
dev-s3,6,Murriano,Murrianum,PROPN,5,9,Murriano,Murrianus,ADJ,True
dev-s3,7,tam,tam,ADV,6,10,tam,tam,ADV,True
dev-s3,8,terris,terra,NOUN,7,11,terris,terra,NOUN,True
dev-s3,9,",",",",PUNCT,8,12,",",",",PUNCT,True
dev-s3,10,vineis,uinea,NOUN,9,13,vineis,vinea,NOUN,True
dev-s3,11,",",",",PUNCT,10,14,",",",",PUNCT,True
dev-s3,12,olivis,oliua,NOUN,11,15,olivis,olivis,NOUN,True
dev-s3,13,",",",",PUNCT,12,16,",",",",PUNCT,True
dev-s3,14,silvis,silua,NOUN,13,17,silvis,silvis,ADJ,True
dev-s3,15,",",",",PUNCT,14,18,",",",",PUNCT,True
dev-s3,16,virgareis,uirgareum,NOUN,15,19,virgareis,virgarea,ADJ,True
dev-s3,17,",",",",PUNCT,16,20,",",",",PUNCT,True
dev-s3,18,cultas,cultus,ADJ,17,21,cultas,cultas,NOUN,True
dev-s3,19,res,res,NOUN,18,22,res,res,NOUN,True
dev-s3,20,vel,uel,CCONJ,19,23,vel,vel,CCONJ,True
dev-s3,21,incultas,incultus,ADJ,20,24,incultas,incultas,NOUN,True
dev-s3,22,",",",",PUNCT,21,25,",",",",PUNCT,True
dev-s3,23,omnia,omnis,DET,22,26,omnia,omnis,PRON,True
dev-s3,24,quantum,quantum,ADV,23,27,quantum,quantum,ADV,True
dev-s3,25,in,in,ADP,24,28,in,in,ADP,True
dev-s3,26,suprascripto,suprascriptus,DET,25,29,suprascripto,suprascriptus,ADJ,True
dev-s3,27,loco,locus,NOUN,26,30,loco,locus,NOUN,True
dev-s3,28,Murriano,Murrianum,PROPN,27,31,Murriano,Murrianus,ADJ,True
dev-s3,29,suprascripte,suprascriptus,DET,28,32,suprascripte,suprascripte,ADV,True
dev-s3,30,ecclesie,ecclesia,NOUN,29,33,ecclesie,ecclesie,NOUN,True
dev-s3,31,vestre,uester,DET,30,34,vestre,vesto,NOUN,True
dev-s3,32,sancti,sanctus,ADJ,31,35,sancti,sanctus,ADJ,True
dev-s3,33,Fridiani,Fridianus,PROPN,32,36,Fridiani,Fridianus,PROPN,True
dev-s3,34,est,sum,AUX,33,37,est,sum,AUX,True
dev-s3,35,pertenente,pertineo,VERB,34,38,pertenente,perteno,VERB,True
dev-s3,36,et,et,CCONJ,35,39,et,et,CCONJ,True
dev-s3,37,suprascriptis,suprascriptus,DET,36,40,suprascriptis,suprascrimpo,VERB,True
dev-s3,38,Vualpo,Vualpus,PROPN,37,41,Vualpo,Vualpus,NOUN,True
dev-s3,39,et,et,CCONJ,38,42,et,et,CCONJ,True
dev-s3,40,Petrus,Petrus,PROPN,39,43,Petrus,petrus,NOUN,True
dev-s3,41,germani,germanus,NOUN,40,44,germani,germanus,PROPN,True
dev-s3,42,exinde,exinde,ADV,41,45,exinde,exinde,ADV,True
dev-s3,43,ad,ad,ADP,42,46,ad,ad,ADP,True
dev-s3,44,manus,manus,NOUN,43,47,manus,manus,NOUN,True
dev-s3,45,suas,suus,DET,44,48,suas,suus,ADJ,True
dev-s3,46,abuerunt,habeo,VERB,45,49,abuerunt,abeo,VERB,True
dev-s3,47,nobis,nos,PRON,46,50,nobis,nos,PRON,True
dev-s3,48,dedisti,do,VERB,47,51,dedisti,dedi,VERB,True
dev-s3,49,in,in,ADP,48,52,in,in,ADP,True
dev-s3,50,integrum,integer,ADJ,49,53,integrum,integer,ADJ,True
dev-s3,51,",",",",PUNCT,50,54,",",",",PUNCT,True
dev-s3,52,tali,talis,DET,51,55,tali,talis,PRON,True
dev-s3,53,ordinem,ordo,NOUN,52,56,ordinem,ordo,NOUN,True
dev-s3,54,ut,ut,SCONJ,53,57,ut,ut,SCONJ,True
dev-s3,55,da,da,ADP,54,58,da,do,VERB,True
dev-s3,56,admodum,admodum,ADV,55,59,admodum,admodum,ADV,True
dev-s3,57,in,in,ADP,56,60,in,in,ADP,True
dev-s3,58,nostra,noster,DET,57,61,nostra,noster,ADJ,True
dev-s3,59,vel,uel,CCONJ,58,62,vel,vel,CCONJ,True
dev-s3,60,de,de,ADP,59,63,de,de,ADP,True
dev-s3,61,nostris,noster,DET,60,64,nostris,noster,ADJ,True
dev-s3,62,heredibus,heres,NOUN,61,65,heredibus,hered,ADJ,True
dev-s3,63,sint,sum,AUX,62,66,sint,sum,AUX,True
dev-s3,64,potestatem,potestas,NOUN,63,67,potestatem,potestas,NOUN,True
dev-s3,65,eas,is,PRON,64,68,eas,is,PRON,True
dev-s3,66,abendum,habeo,VERB,65,69,abendum,abeo,VERB,True
dev-s3,67,",",",",PUNCT,66,70,",",",",PUNCT,True
dev-s3,68,inperandum,impero,VERB,67,71,inperandum,inpero,VERB,True
dev-s3,69,",",",",PUNCT,68,72,",",",",PUNCT,True
dev-s3,70,laborare,laboro,VERB,69,73,laborare,laboro,VERB,True
dev-s3,71,faciendum,facio,VERB,70,74,faciendum,facio,VERB,True
dev-s3,72,",",",",PUNCT,71,75,",",",",PUNCT,True
dev-s3,73,gubernandum,guberno,VERB,72,76,gubernandum,guberno,VERB,True
dev-s3,74,",",",",PUNCT,73,77,",",",",PUNCT,True
dev-s3,75,meliorandum,melioro,VERB,74,78,meliorandum,melioro,VERB,True
dev-s3,76,et,et,CCONJ,75,79,et,et,CCONJ,True
dev-s3,77,nobis,nos,PRON,76,80,nobis,nos,PRON,True
dev-s3,78,eas,is,PRON,77,81,eas,is,PRON,True
dev-s3,79,privato,priuo,VERB,78,82,privato,privo,VERB,True
dev-s3,80,nomine,nomen,NOUN,79,83,nomine,nomen,NOUN,True
dev-s3,81,usufructuandum,usufructuo,VERB,80,84,usufructuandum,usufructuo,VERB,True
dev-s3,82,.,.,PUNCT,81,85,.,.,PUNCT,True
dev-s4,1,nisi,nisi,CCONJ,0,4,nisi,nisi,SCONJ,True
dev-s4,2,tantum,tantum,ADV,1,5,tantum,tantum,ADV,True
dev-s4,3,pro,pro,ADP,2,6,pro,pro,ADP,True
dev-s4,4,omni,omnis,DET,3,7,omni,omnis,PRON,True
dev-s4,5,censum,census,NOUN,4,8,censum,census,ADJ,True
dev-s4,6,et,et,CCONJ,5,9,et,et,CCONJ,True
dev-s4,7,iustitia,iustitia,NOUN,6,10,iustitia,iustitia,NOUN,True
dev-s4,8,exinde,exinde,ADV,7,11,exinde,exinde,ADV,True
dev-s4,9,tibi,tu,PRON,8,12,tibi,tu,PRON,True
dev-s4,10,vel,uel,CCONJ,9,13,vel,vel,CCONJ,True
dev-s4,11,ad,ad,ADP,10,14,ad,ad,ADP,True
dev-s4,12,successoribus,successor,NOUN,11,15,successoribus,successoris,NOUN,True
dev-s4,13,tuis,tuus,DET,12,16,tuis,tuus,ADJ,True
dev-s4,14,",",",",PUNCT,13,17,",",",",PUNCT,True
dev-s4,15,ad,ad,ADP,14,18,ad,ad,ADP,True
dev-s4,16,pars,pars,NOUN,15,19,pars,pars,NOUN,True
dev-s4,17,ipsius,ipse,DET,16,20,ipsius,ipse,PRON,True
dev-s4,18,ecclesie,ecclesia,NOUN,17,21,ecclesie,ecclesi,NOUN,True
dev-s4,19,",",",",PUNCT,18,22,",",",",PUNCT,True
dev-s4,20,per,per,ADP,19,23,per,per,ADP,True
dev-s4,21,singulos,singulus,ADJ,20,24,singulos,singulus,ADJ,True
dev-s4,22,annos,annus,NOUN,21,25,annos,annus,NOUN,True
dev-s4,23,per,per,ADP,22,26,per,per,ADP,True
dev-s4,24,omnem,omnis,DET,23,27,omnem,omnis,PRON,True
dev-s4,25,mense,mensis,NOUN,24,28,mense,mense,VERB,True
dev-s4,26,octuber,october,ADJ,25,29,octuber,octuber,ADP,True
dev-s4,27,censum,census,NOUN,26,30,censum,cendo,NOUN,True
dev-s4,28,vobis,uos,PRON,27,31,vobis,vos,PRON,True
dev-s4,29,reddere,reddo,VERB,28,32,reddere,reddo,VERB,True
dev-s4,30,debeamus,debeo,VERB,29,33,debeamus,debeo,VERB,True
dev-s4,31,hic,hic,ADV,30,34,hic,hic,PRON,True
dev-s4,32,civitate,ciuitas,NOUN,31,35,civitate,civitas,NOUN,True
dev-s4,33,Luca,Luca,PROPN,32,36,Luca,Lucus,ADJ,True
dev-s4,34,ad,ad,ADP,33,37,ad,ad,ADP,True
dev-s4,35,ipso,ipse,DET,34,38,ipso,ipse,PRON,True
dev-s4,36,domo,domus,NOUN,35,39,domo,domus,NOUN,True
dev-s4,37,vobis,uos,PRON,36,40,vobis,vos,PRON,True
dev-s4,38,vel,uel,CCONJ,37,41,vel,vel,CCONJ,True
dev-s4,39,ad,ad,ADP,38,42,ad,ad,ADP,True
dev-s4,40,ministeriale,ministerialis,NOUN,39,43,ministeriale,ministerialis,NOUN,True
dev-s4,41,vestro,uester,DET,40,44,vestro,vester,ADJ,True
dev-s4,42,quas,qui,PRON,41,45,quas,qui,PRON,True
dev-s4,43,ibi,ubi,ADV,42,46,ibi,ibi,ADV,True
dev-s4,44,pre,prae,ADP,43,47,pre,po,VERB,True
dev-s4,45,tempore,tempus,NOUN,44,48,tempore,tempus,NOUN,True
dev-s4,46,abueritis,habeo,VERB,45,49,abueritis,abuerio,VERB,True
dev-s4,47,",",",",PUNCT,46,50,",",",",PUNCT,True
dev-s4,48,argentum,argentum,NOUN,47,51,argentum,argentum,NOUN,True
dev-s4,49,denarios,denarius,NOUN,48,52,denarios,denarius,NOUN,True
dev-s4,50,bonos,bonus,ADJ,49,53,bonos,bonus,ADJ,True
dev-s4,51,expendiviles,expendibilis,ADJ,50,54,expendiviles,expendivilis,ADJ,True
dev-s4,52,numero,numerus,NOUN,51,55,numero,numero,NOUN,True
dev-s4,53,sexaginta,sexaginta,NUM,52,56,sexaginta,sexaginio,NUM,True
dev-s4,54,tantum,tantum,ADV,53,57,tantum,tantum,ADV,True
dev-s4,55,.,.,PUNCT,54,58,.,.,PUNCT,True
dev-s5,1,et,et,CCONJ,0,4,et,et,CCONJ,True
dev-s5,2,si,si,SCONJ,1,5,si,si,SCONJ,True
dev-s5,3,a,ab,ADP,2,6,a,ab,ADP,True
dev-s5,4,nos,nos,PRON,3,7,nos,nos,PRON,True
dev-s5,5,vobis,uos,PRON,4,8,vobis,vos,PRON,True
dev-s5,6,hec,hic,DET,5,9,hec,hec,CCONJ,True
dev-s5,7,omnia,omnis,DET,6,10,omnia,omnis,PRON,True
dev-s5,8,qualiter,qualiter,SCONJ,7,11,qualiter,qualiter,ADV,True
dev-s5,9,superius,superius,ADV,8,12,superius,supra,ADV,True
dev-s5,10,legitur,lego,VERB,9,13,legitur,legeo,VERB,True
dev-s5,11,per,per,ADP,10,14,per,per,ADP,True
dev-s5,12,singulos,singulus,ADJ,11,15,singulos,singulus,ADJ,True
dev-s5,13,annos,annus,NOUN,12,16,annos,annus,NOUN,True
dev-s5,14,sic,sic,ADV,13,17,sic,sic,ADV,True
dev-s5,15,non,non,PART,14,18,non,non,ADV,True
dev-s5,16,fuerit,sum,AUX,15,19,fuerit,sum,AUX,True
dev-s5,17,adinpleta,adimpleo,VERB,16,20,adinpleta,adinpleo,ADJ,True
dev-s5,18,et,et,CCONJ,17,21,et,et,CCONJ,True
dev-s5,19,conservata,conseruo,VERB,18,22,conservata,conservo,VERB,True
dev-s5,20,aut,aut,CCONJ,19,23,aut,aut,CCONJ,True
dev-s5,21,si,si,SCONJ,20,24,si,si,SCONJ,True
dev-s5,22,suprascriptas,suprascriptus,DET,21,25,suprascriptas,suprascriptas,VERB,True
dev-s5,23,res,res,NOUN,22,26,res,res,NOUN,True
dev-s5,24,quas,qui,PRON,23,27,quas,qui,PRON,True
dev-s5,25,nobis,nos,PRON,24,28,nobis,nos,PRON,True
dev-s5,26,dedisti,do,VERB,25,29,dedisti,dedio,VERB,True
dev-s5,27,relaxaverimus,relaxo,VERB,26,30,relaxaverimus,relaxavero,VERB,True
dev-s5,28,vel,uel,CCONJ,27,31,vel,vel,CCONJ,True
dev-s5,29,si,si,SCONJ,28,32,si,si,SCONJ,True
dev-s5,30,per,per,ADP,29,33,per,per,ADP,True
dev-s5,31,nos,nos,PRON,30,34,nos,nos,PRON,True
dev-s5,32,pegioratas,peioro,VERB,31,35,pegioratas,pegioro,VERB,True
dev-s5,33,fuerit,sum,AUX,32,36,fuerit,sum,AUX,True
dev-s5,34,",",",",PUNCT,33,37,",",",",PUNCT,True
dev-s5,35,spondimus,spondeo,VERB,34,38,spondimus,spondo,VERB,True
dev-s5,36,nos,nos,PRON,35,39,nos,nos,PRON,True
dev-s5,37,qui,qui,DET,36,40,qui,qui,PRON,True
dev-s5,38,supra,supra,ADV,37,41,supra,supra,ADV,True
dev-s5,39,Leoprando,Leoprandus,PROPN,38,42,Leoprando,Leopro,VERB,True
dev-s5,40,et,et,CCONJ,39,43,et,et,CCONJ,True
dev-s5,41,Iohannes,Johannes,PROPN,40,44,Iohannes,Iohan,NOUN,True
dev-s5,42,una,una,ADV,41,45,una,unus,NUM,True
dev-s5,43,cum,cum,ADP,42,46,cum,cum,ADP,True
dev-s5,44,nostris,noster,DET,43,47,nostris,noster,ADJ,True
dev-s5,45,heredibus,heres,NOUN,44,48,heredibus,hered,NOUN,True
dev-s5,46,componere,compono,VERB,45,49,componere,compono,VERB,True
dev-s5,47,tibi,tu,PRON,46,50,tibi,tu,PRON,True
dev-s5,48,qui,qui,DET,47,51,qui,qui,PRON,True
dev-s5,49,supra,supra,ADV,48,52,supra,supra,ADP,True
dev-s5,50,Gherardus,Gherardus,PROPN,49,53,Gherardus,Gherardus,ADJ,True
dev-s5,51,episcopus,episcopus,NOUN,50,54,episcopus,episcopus,NOUN,True
dev-s5,52,vel,uel,CCONJ,51,55,vel,vel,CCONJ,True
dev-s5,53,ad,ad,ADP,52,56,ad,ad,ADP,True
dev-s5,54,successoribus,successor,NOUN,53,57,successoribus,successoris,NOUN,True
dev-s5,55,vestris,uester,DET,54,58,vestris,vester,ADJ,True
dev-s5,56,penam,poena,NOUN,55,59,penam,pena,NOUN,True
dev-s5,57,",",",",PUNCT,56,60,",",",",PUNCT,True
dev-s5,58,argentum,argentum,NOUN,57,61,argentum,argentum,NOUN,True
dev-s5,59,soledos,solidus,NOUN,58,62,soledos,soledus,ADJ,True
dev-s5,60,quinquaginta,quinquaginta,NUM,59,63,quinquaginta,quinquaginta,NUM,True
dev-s5,61,",",",",PUNCT,60,64,",",",",PUNCT,True
dev-s5,62,quia,quia,SCONJ,61,65,quia,quia,SCONJ,True
dev-s5,63,taliter,taliter,ADV,62,66,taliter,taliter,ADV,True
dev-s5,64,inter,inter,ADP,63,67,inter,inter,ADP,True
dev-s5,65,nos,nos,PRON,64,68,nos,nos,PRON,True
dev-s5,66,convenit,conuenio,VERB,65,69,convenit,convenio,VERB,True
dev-s5,67,.,.,PUNCT,66,70,.,.,PUNCT,True
dev-s6,1,et,et,CCONJ,0,4,et,et,CCONJ,True
dev-s6,2,duas,duo,NUM,1,5,duas,duo,NUM,True
dev-s6,3,inter,inter,ADP,2,6,inter,inter,ADP,True
dev-s6,4,nos,nos,PRON,3,7,nos,nos,PRON,True
dev-s6,5,cartulas,chartula,NOUN,4,8,cartulas,cartula,NOUN,True
dev-s6,6,Rachifonsum,Rachifonsus,PROPN,5,9,Rachifonsum,Rachifondo,NOUN,True
dev-s6,7,notarium,notarius,NOUN,6,10,notarium,notarius,ADJ,True
dev-s6,8,scribere,scribo,VERB,7,11,scribere,scribo,VERB,True
dev-s6,9,rogavimus,rogo,VERB,8,12,rogavimus,rogavo,VERB,True
dev-s6,10,.,.,PUNCT,9,13,.,.,PUNCT,True
dev-s7,1,actum,ago,VERB,0,4,actum,actus,NOUN,True
dev-s7,2,Luca,Luca,PROPN,1,5,Luca,Lucus,NOUN,True
dev-s7,3,.,.,PUNCT,2,6,.,.,PUNCT,True
dev-s8,1,signa,signum,NOUN,0,4,signa,signum,NOUN,True
dev-s8,2,+,+,PUNCT,1,5,+,+,SYM,True
dev-s8,3,+,+,PUNCT,2,6,+,+,SYM,True
dev-s8,4,manus,manus,NOUN,3,7,manus,manus,NOUN,True
dev-s8,5,Leoprandi,Leoprandus,PROPN,4,8,Leoprandi,Leopro,VERB,True
dev-s8,6,et,et,CCONJ,5,9,et,et,CCONJ,True
dev-s8,7,Iohannis,Johannes,PROPN,6,10,Iohannis,Iohanna,NOUN,True
dev-s8,8,",",",",PUNCT,7,11,",",",",PUNCT,True
dev-s8,9,qui,qui,PRON,8,12,qui,qui,PRON,True
dev-s8,10,hunc,hic,DET,9,13,hunc,hic,PRON,True
dev-s8,11,libellum,libellus,NOUN,10,14,libellum,libellum,NOUN,True
dev-s8,12,fieri,fio,VERB,11,15,fieri,facio,VERB,True
dev-s8,13,rogaverunt,rogo,VERB,12,16,rogaverunt,rogavero,VERB,True
dev-s8,14,.,.,PUNCT,13,17,.,.,PUNCT,True
dev-s10,1,signum,signum,NOUN,0,4,signum,signum,NOUN,True
dev-s10,2,+,+,PUNCT,1,5,+,+,SYM,True
dev-s10,3,manus,manus,NOUN,2,6,manus,manus,NOUN,True
dev-s10,4,Leuprandi,Leoprandus,PROPN,3,7,Leuprandi,Leupro,VERB,True
dev-s10,5,qui,qui,PRON,4,8,qui,qui,PRON,True
dev-s10,6,Leo,Leo,PROPN,5,9,Leo,leo,NOUN,True
dev-s10,7,vocatur,uoco,VERB,6,10,vocatur,voco,VERB,True
dev-s10,8,",",",",PUNCT,7,11,",",",",PUNCT,True
