sample_id,word_id_gold,word_gold,lemma_gold,pos_gold,token_idx,word_id_pred,word_pred,lemma_pred,pos_pred,word_match,pos_match?,lemma_match?,lemma_sim?
phi0690.phi003.perseus-lat1.tb.xml@44,5,',',PUNCT,4,8,',',PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@45,1,finem,finis,NOUN,0,4,finem,finis,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@45,2,dedit,do,VERB,1,5,dedit,do,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@45,3,ore,os,NOUN,2,6,ore,os,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@45,4,loquendi,loquor,VERB,3,7,loquendi,loquor,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@45,5,.,.,PUNCT,4,8,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,1,at,at,CCONJ,0,4,at,t,VERB,True,False,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@46,2,",",",",PUNCT,1,5,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,3,phoebi,phoebus,PROPN,2,6,phoebi,phoebus,NOUN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,4,nondum,nondum,ADV,3,7,nondum,nondum,ADV,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,5,patiens,patior,VERB,4,8,patiens,patiens,VERB,True,True,False,0.6153846153846154
phi0690.phi003.perseus-lat1.tb.xml@46,6,",",",",PUNCT,5,9,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,7,immanis,immanis,ADJ,6,10,immanis,immanis,ADJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,8,in,in,ADP,7,11,in,in,ADP,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,9,antro,antrum,NOUN,8,12,antro,antrum,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,10,bacchatur,bacchor,VERB,9,13,bacchatur,baccho,VERB,True,True,False,0.9230769230769231
phi0690.phi003.perseus-lat1.tb.xml@46,11,vates,vates,NOUN,10,14,vates,vas,PROPN,True,False,False,0.75
phi0690.phi003.perseus-lat1.tb.xml@46,12,",",",",PUNCT,11,15,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,13,magnum,magnus,ADJ,12,16,magnum,magnus,ADJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,14,si,si,SCONJ,13,17,si,si,SCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,15,pectore,pectus,NOUN,14,18,pectore,pector,NOUN,True,True,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@46,16,possit,possum,VERB,15,19,possit,possum,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,17,excussisse,excutio,VERB,16,20,excussisse,excussio,VERB,True,True,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@46,18,deum,deus,NOUN,17,21,deum,deus,PROPN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@46,19,.,.,PUNCT,18,22,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@50,1,sed,sed,CCONJ,0,4,sed,sed,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@50,2,terrae,terra,NOUN,1,5,terrae,terra,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@50,3,graviora,gravis,ADJ,2,6,graviora,gravis,ADJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@50,4,manent,maneo,VERB,3,7,manent,maneo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@50,5,.,.,PUNCT,4,8,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@51,1,in,in,ADP,0,4,in,in,ADP,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@51,2,regna,regnum,NOUN,1,5,regna,regnum,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@51,3,lavini,lavinium,PROPN,2,6,lavini,lavinus,NOUN,True,False,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@51,4,dardanidae,dardanides,PROPN,3,7,dardanidae,dardanidus,ADJ,True,False,False,0.9
phi0690.phi003.perseus-lat1.tb.xml@51,5,venient,venio,VERB,4,8,venient,venio,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@51,6,;,;,PUNCT,5,9,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@52,1,mitte,mitto,VERB,0,4,mitte,mitto,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@52,2,hanc,hic,DET,1,5,hanc,hic,PRON,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@52,3,de,de,ADP,2,6,de,de,ADP,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@52,4,pectore,pectus,NOUN,3,7,pectore,pector,NOUN,True,True,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@52,5,curam,cura,NOUN,4,8,curam,cura,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@52,6,;,;,PUNCT,5,9,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@53,1,sed,sed,CCONJ,0,4,sed,sed,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@53,2,non,non,PART,1,5,non,non,ADV,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@53,3,et,et,CCONJ,2,6,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@53,4,venisse,venio,VERB,3,7,venisse,venio,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@53,5,volent,volo,VERB,4,8,volent,volo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@53,6,.,.,PUNCT,5,9,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,1,non,non,PART,0,4,non,non,ADV,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,2,simois,simois,PROPN,1,5,simois,simois,ADJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,3,tibi,tu,PRON,2,6,tibi,tu,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,4,",",",",PUNCT,3,7,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,5,nec,neque,CCONJ,4,8,nec,nec,CCONJ,True,True,False,0.5
phi0690.phi003.perseus-lat1.tb.xml@55,6,xanthus,xanthus,NOUN,5,9,xanthus,xanthus,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,7,",",",",PUNCT,6,10,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,8,nec,neque,CCONJ,7,11,nec,nec,CCONJ,True,True,False,0.5
phi0690.phi003.perseus-lat1.tb.xml@55,9,dorica,doricus,ADJ,8,12,dorica,doricus,NOUN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,10,castra,castrum,NOUN,9,13,castra,castrum,ADJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@55,11,defuerint,desum,VERB,10,14,defuerint,defuio,VERB,True,True,False,0.5454545454545454
phi0690.phi003.perseus-lat1.tb.xml@55,12,;,;,PUNCT,11,15,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,1,alius,alius,DET,0,4,alius,alius,NOUN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,2,latio,latium,PROPN,1,5,latio,latio,NOUN,True,False,False,0.7272727272727273
phi0690.phi003.perseus-lat1.tb.xml@56,3,iam,iam,ADV,2,6,iam,iam,ADV,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,4,partus,pario,VERB,3,7,partus,partus,NOUN,True,False,False,0.5454545454545454
phi0690.phi003.perseus-lat1.tb.xml@56,5,achilles,achilles,PROPN,4,8,achilles,achillo,ADJ,True,False,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@56,6,",",",",PUNCT,5,9,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,7,natus,nascor,VERB,6,10,natus,nascor,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,8,et,et,CCONJ,7,11,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,9,ipse,ipse,DET,8,12,ipse,ipse,PRON,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@56,10,dea,dea,NOUN,9,13,dea,deus,ADV,True,False,False,0.5714285714285714
phi0690.phi003.perseus-lat1.tb.xml@56,11,;,;,PUNCT,10,14,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@57,1,nec,neque,CCONJ,0,4,nec,nec,CCONJ,True,True,False,0.5
phi0690.phi003.perseus-lat1.tb.xml@57,2,teucris,teucer,PROPN,1,5,teucris,teucr,NOUN,True,False,False,0.9090909090909091
phi0690.phi003.perseus-lat1.tb.xml@57,3,addita,addo,VERB,2,6,addita,addo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@57,4,iuno,iuno,PROPN,3,7,iuno,iuno,NUM,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@57,5,usquam,usquam,ADV,4,8,usquam,usquam,ADV,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@57,6,aberit,absum,VERB,5,9,aberit,abero,VERB,True,True,False,0.4
phi0690.phi003.perseus-lat1.tb.xml@57,7,;,;,PUNCT,6,10,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,1,tu,tu,PRON,0,4,tu,tu,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,2,ne,ne,ADV,1,5,ne,ne,SCONJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,3,cede,cedo,VERB,2,6,cede,cede,ADV,True,False,False,0.75
phi0690.phi003.perseus-lat1.tb.xml@60,4,malis,malus,ADJ,3,7,malis,malum,NOUN,True,False,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@60,5,",",",",PUNCT,4,8,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,6,sed,sed,CCONJ,5,9,sed,sed,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,7,contra,contra,ADV,6,10,contra,contra,ADP,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,8,audentior,audeo,VERB,7,11,audentior,audentus,VERB,True,True,False,0.6153846153846154
phi0690.phi003.perseus-lat1.tb.xml@60,9,ito,eo,VERB,8,12,ito,iviscor,ADV,True,False,False,0.2222222222222222
phi0690.phi003.perseus-lat1.tb.xml@60,10,",",",",PUNCT,9,13,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,11,qua,qua,ADV,10,14,qua,qui,PRON,True,False,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@60,12,tua,tuus,DET,11,15,tua,tuus,ADJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,13,te,tu,PRON,12,16,te,tu,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,14,fortuna,fortuna,NOUN,13,17,fortuna,fortuna,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,15,sinet,sino,VERB,14,18,sinet,sino,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@60,16,.,.,PUNCT,15,19,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,1,ea,is,DET,0,4,ea,is,PRON,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,2,frena,frenum,NOUN,1,5,frena,frenus,NUM,True,False,False,0.8333333333333334
phi0690.phi003.perseus-lat1.tb.xml@63,3,furenti,furo,VERB,2,6,furenti,furor,NOUN,True,False,False,0.8888888888888888
phi0690.phi003.perseus-lat1.tb.xml@63,4,concutit,concutio,VERB,3,7,concutit,concuto,VERB,True,True,False,0.9333333333333333
phi0690.phi003.perseus-lat1.tb.xml@63,5,",",",",PUNCT,4,8,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,6,et,et,CCONJ,5,9,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,7,stimulos,stimulus,NOUN,6,10,stimulos,stimulus,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,8,sub,sub,ADP,7,11,sub,sub,ADP,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,9,pectore,pectus,NOUN,8,12,pectore,pector,NOUN,True,True,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@63,10,vertit,verto,VERB,9,13,vertit,verto,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@63,11,apollo,apollo,PROPN,10,14,apollo,apollum,PRON,True,False,False,0.7692307692307693
phi0690.phi003.perseus-lat1.tb.xml@63,12,.,.,PUNCT,11,15,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,1,ut,ut,SCONJ,0,4,ut,ut,SCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,2,primum,primus,ADV,1,5,primum,primus,ADJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,3,cessit,cedo,VERB,2,6,cessit,cedo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,4,furor,furor,NOUN,3,7,furor,furor,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,5,et,et,CCONJ,4,8,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,6,rabida,rabidus,ADJ,5,9,rabida,rabida,ADJ,True,True,False,0.7692307692307693
phi0690.phi003.perseus-lat1.tb.xml@64,7,ora,os,NOUN,6,10,ora,ora,NOUN,True,True,False,0.4
phi0690.phi003.perseus-lat1.tb.xml@64,8,quierunt,quiesco,VERB,7,11,quierunt,quiero,VERB,True,True,False,0.7692307692307693
phi0690.phi003.perseus-lat1.tb.xml@64,9,",",",",PUNCT,8,12,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,10,incipit,incipio,VERB,9,13,incipit,incipio,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@64,11,aeneas,aeneas,PROPN,10,14,aeneas,aenea,ADJ,True,False,False,0.9090909090909091
phi0690.phi003.perseus-lat1.tb.xml@64,12,heros,heros,NOUN,11,15,heros,her,NOUN,True,True,False,0.75
phi0690.phi003.perseus-lat1.tb.xml@64,13,:,:,PUNCT,12,16,:,:,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,1,omnia,omnis,DET,0,4,omnia,omnis,PRON,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,2,praecepi,praecipio,VERB,1,5,praecepi,praecepio,VERB,True,True,False,0.8888888888888888
phi0690.phi003.perseus-lat1.tb.xml@66,3,atque,atque,CCONJ,2,6,atque,atque,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,4,animo,animus,NOUN,3,7,animo,animus,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,5-6,mecum,_,_,4,8,mecum,mecus,NOUN,True,False,False,0.0
phi0690.phi003.perseus-lat1.tb.xml@66,5,me,ego,PRON,5,9,me,ego,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,6,cum,cum,ADP,6,10,cum,cum,SCONJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,7,ante,ante,ADV,7,11,ante,ante,ADP,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@66,8,peregi,perago,VERB,8,12,peregi,perex,NOUN,True,False,False,0.5454545454545454
phi0690.phi003.perseus-lat1.tb.xml@66,9,.,.,PUNCT,9,13,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@67,1,unum,unus,NUM,0,4,unum,unus,NUM,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@67,2,oro,oro,VERB,1,5,oro,orum,ADV,True,False,False,0.5714285714285714
phi0690.phi003.perseus-lat1.tb.xml@67,3,.,.,PUNCT,2,6,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@69,1,doceas,doceo,VERB,0,4,doceas,doceo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@69,2,iter,iter,NOUN,1,5,iter,iter,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@69,3,et,et,CCONJ,2,6,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@69,4,sacra,sacer,ADJ,3,7,sacra,sacer,ADP,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@69,5,ostia,ostium,NOUN,4,8,ostia,ostia,NOUN,True,True,False,0.7272727272727273
phi0690.phi003.perseus-lat1.tb.xml@69,6,pandas,pando,VERB,5,9,pandas,pandas,VERB,True,True,False,0.7272727272727273
phi0690.phi003.perseus-lat1.tb.xml@69,7,.,.,PUNCT,6,10,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,1,quin,quin,SCONJ,0,4,quin,quin,SCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,2,",",",",PUNCT,1,5,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,3,ut,ut,SCONJ,2,6,ut,ut,SCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,4,te,tu,PRON,3,7,te,tu,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,5,supplex,supplex,ADJ,4,8,supplex,supplex,ADJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,6,peterem,peto,VERB,5,9,peterem,petero,VERB,True,True,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@72,7,et,et,CCONJ,6,10,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,8,tua,tuus,DET,7,11,tua,tuus,ADJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,9,limina,limen,NOUN,8,12,limina,limen,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,10,adirem,adeo,VERB,9,13,adirem,adir,ADJ,True,False,False,0.5
phi0690.phi003.perseus-lat1.tb.xml@72,11,",",",",PUNCT,10,14,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,12,idem,idem,DET,11,15,idem,idem,PRON,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,13,orans,oro,VERB,12,16,orans,oro,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,14,mandata,mando,VERB,13,17,mandata,mando,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,15,dabat,do,VERB,14,18,dabat,do,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@72,16,.,.,PUNCT,15,19,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@78,1,noctes,nox,NOUN,0,4,noctes,nocs,NOUN,True,True,False,0.5714285714285714
phi0690.phi003.perseus-lat1.tb.xml@78,2,atque,atque,CCONJ,1,5,atque,atque,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@78,3,dies,dies,NOUN,2,6,dies,dies,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@78,4,patet,pateo,VERB,3,7,patet,pateo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@78,5,atri,ater,ADJ,4,8,atri,atrus,NOUN,True,False,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@78,6,ianua,ianua,NOUN,5,9,ianua,ianui,ADJ,True,False,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@78,7,ditis,dis,PROPN,6,10,ditis,dosco,VERB,True,False,False,0.5
phi0690.phi003.perseus-lat1.tb.xml@78,8,;,;,PUNCT,7,11,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,1,pauci,paucus,DET,0,4,pauci,paucus,NOUN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,2,",",",",PUNCT,1,5,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,3,quos,qui,PRON,2,6,quos,qui,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,4,aequus,aequus,ADJ,3,7,aequus,aequus,NOUN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,5,amavit,amo,VERB,4,8,amavit,amo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,6,iuppiter,iuppiter,PROPN,5,9,iuppiter,iuppiter,ADV,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,7,",",",",PUNCT,6,10,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,8,aut,aut,CCONJ,7,11,aut,aut,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,9,ardens,ardeo,VERB,8,12,ardens,ardeo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,10,evexit,eveho,VERB,9,13,evexit,evexeo,VERB,True,True,False,0.7272727272727273
phi0690.phi003.perseus-lat1.tb.xml@80,11,ad,ad,ADP,10,14,ad,ad,ADP,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,12,aethera,aether,NOUN,11,15,aethera,aethus,NOUN,True,True,False,0.6666666666666666
phi0690.phi003.perseus-lat1.tb.xml@80,13,virtus,virtus,NOUN,12,16,virtus,virtus,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,14,",",",",PUNCT,13,17,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,15,dis,deus,NOUN,14,18,dis,do,NOUN,True,True,False,0.3333333333333333
phi0690.phi003.perseus-lat1.tb.xml@80,16,geniti,gigno,VERB,15,19,geniti,gigno,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@80,17,potuere,possum,VERB,16,20,potuere,potuo,VERB,True,True,False,0.5454545454545454
phi0690.phi003.perseus-lat1.tb.xml@80,18,.,.,PUNCT,17,21,.,.,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@83,1,latet,lateo,VERB,0,4,latet,lateo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@83,2,arbore,arbor,NOUN,1,5,arbore,arbur,NOUN,True,True,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@83,3,opaca,opacus,ADJ,2,6,opaca,opaca,ADJ,True,True,False,0.7272727272727273
phi0690.phi003.perseus-lat1.tb.xml@83,4,aureus,aureus,ADJ,3,7,aureus,aureus,NOUN,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@83,5,et,et,CCONJ,4,8,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@83,6,foliis,folium,NOUN,5,9,foliis,folium,PRON,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@83,7,et,et,CCONJ,6,10,et,et,CCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@83,8,lento,lentus,ADJ,7,11,lento,lentum,NOUN,True,False,False,0.8333333333333334
